"text","label"
"Eu amo a Yuko!!!!!!!!  #MasterChefBR","2"
"MIIIRIAN FALÇAAAAAA #MASTERCHEFBR","0"
"Audiência de 16 de Maio - SP  Mister Brau 20.7 #PowerCoupleBrasil 7.6 Totalmente Sem Rumo 2: Defensores da Natureza 6.8 #MasterChefBr 6.3","1"
"se não for pra casar duas vezes que nem o Nando Reis eu nem quero #Encontro","2"
"#AltasHoras em casa em pleno sábado","0"
"Tomara que não estraguem os baby beef #MasterChefBR","1"
"Eu acho que a Sophia devia ficar pra sempre no #VideoShowAoVivo","2"
"Nao creio que o Vitor B. Saiu #MasterChefBR","0"
"Se puder vou fazer meu próximo níver, só sobre unicórnio kkkkk 😂 🦄 #MaisVoce","1"
"Amoooo ""Adultos com voz de criança"" deveria passar todos os dias @user @user @user @user ❤  #TheNoite","2"
"#masterchefbr ai que nervosuuu","0"
"Brasil tem potencial pra tudo porque tem uma grande variadade de produtos exoticos e unicos #MasterChefBR","1"
"Daqui a pouco tem Marcos &amp; Belutti no #encontro 🤗😍","2"
"vitor b. cagou no pau ne #MasterChefBR","0"
"Será que o Léo ganha sua primeira prova em grupo? #MasterChefBR","1"
"Assuntos do Momento #LulaEuConfio Lula depõe hoje ao juiz Sérgio Moro #MasterChefBR Episódio teve muitas reviravoltas e discurso emocionante","2"
"Já com fome pra assistir o #MasterChefBR","0"
"Vaidoso e muito  rs #ConversaComBial","1"
"Tudo de Unicórnio, que lindoooo 🌈🌈 #MaisVocê","2"
"A Vanessa da Mata está estranhamente envelhecida, e não falo do seu rosto, mas do seu gestual, postura. Parece uma senhora de 60 #altashoras","0"
"Aqui em Belém falamos chopp.  #VideoShowAoVivo","1"
"#VideoShowAoVivo como sempre muito bom","2"
"@user eu amo você como apresentadora mas não consigo achar interessante o @user #Encontro Sucesso pra você!","0"
"O cara é MUITO picaaaaaa, deixa ele falar!!!! #Encontro","1"
"#MasterChefBR o bom disso é que cada nego vira chefe","2"
"#EDeCasa minha esposa está de jejum no consultório e está enlouquecendo vendo essa receita...","0"
"Que que se fez? Sardinha ue #MasterChefBR","1"
"@user Você é DEZ!!  #VideoShowAoVivo 📺","2"
"Qnd dividem os times no pgm fico aflita, com dó dos últimos. Parece eu na turma qnd tem trabalho em grupo e ninguém escolhe! #MasterChefBR","0"
"AAAAAAAAA VOZ O ROSTINHO   #DomingoLegal","1"
"meu vitor b ficou entre os melhores, to bem feliz sim #MasterChefBR","2"
"Gente to soluçando de chorar vendo #Encontro","0"
"Mais importante é assistir o vídeo ""Chamaram-me Negra""!  #Encontro","1"
"Owwww homem lindo, iluminado e  inteligente esse Padre Fábio de Melo.  #ConversacomBial","2"
"Muito estranho esse #Encontro O tema de hoje é ""pessoas que não demonstram o que sentem""  Mas gente, devia se chamar Divã...","0"
"Kkkkkkkkkkkkkkk que música é essa #TheNoite","1"
"Assistindo #MasterChefBR &lt;3 amo demais","2"
"Eu não aguento histórias de adoção 😭 #encontro","0"
"Eu quero os comentários do @user sobre a eliminação do #MasterChefBR de hoje na minha mesa até as 3h","1"
"Gente a Fátima é tão maravilhosa que eu tenho vontade de Guardar num potinho só pra mim. #VideoShowAoVivo","2"
"Lembro que fiquei chocado qndo a Hebe morreu #MaisVoce","0"
"@user metade do Senado deveria ruir pra podermos pensar em boas opções para novas eleições! Que a justiça seja feita #encontro","1"
"Que fofura é o Thomas 💙 #AltasHoras","2"
"#VideoShowAoVivo tá parado por aqui ein!? Kk","0"
"No tempo desse ferro as roupas eram de algodão @user #MaisVoce","1"
"aAaAAaAAAAaaa ESSE MOMENTO É  MEU #ConversaComBial","2"
"SOS Eles são MUITO ruins #altashoras","0"
"Chorando até amanhã com: Quem sabe dança  Quem não sabe ... 😂😂😂#TheNoite","1"
"Babo demais nos vestidos da Cissa Guimarães, usaria todos  #EDeCasa","2"
"17 filhos. Trepadeira. #altashoras","0"
"Até o Joca esta falando do vestido da Sophia #VideoShowAoVivo","1"
"ow o Padre Fábio de Melo fala bem demais né? to curtindo a entrevista #ConversaComBial","2"
"#VideoShowAoVivo, to tao emocionado que não paro de chorar kkkkkkkkkkkkk","0"
"Cara ri muito da cara da Aderlize  #MasterChefBR","1"
"Um exemplo para todos nós! #Encontro","2"
"Não faz intervalooooooo PasmanterEPivaNoMaisVoce #MaisVoce","0"
"#VivianePasmanter é #Germana em #MundoNovo!? 😱 Impressionante a caracterização! Chocado!!! #VideoShowAoVivo","1"
"#MasterChefBR Douglas saiu tombando msm. O rei desse programa sem mais","2"
"2 da manhã com essas histórias de terror tá difícil 😬😬 #TheNoite","0"
"Ana Paula padrão vai pedir desligamento da Band depois de tanto recolocar o lenço nos bonecos #MasterChefBR","1"
"Que delícia minha Fatinha no  #VideoShowAoVivo","2"
"Se eles falarem de SOA eu vo morre #TheNoite","0"
"@user de salsicha CUT no castigo do mestre mandou no @user  k k k #TheNoite #MestreMandou","1"
"O  padre Fábio de Melo é cantor, padre e bonito pra caramba. Que homão da porra.   #Conversacombial","2"
"Chefes, vcs me assustaram  #MasterChefBR","0"
"escutando Raridade e impossivel ñ lembrar da filha do @user  #MasterChefBR #QuintaDetremuraSDV #PorIstoUmaForçaMeLevaaCozinhar","1"
"Mariah sempre linda também.  Era um dos meus blogs preferidos!#VideoShowAoVivo","2"
"Quem nunca comeu farofa de miúdos não sabe o que é bom na vida! Esses participantes do #MasterChefBR só devem comer magret de pato msm!","0"
"Olha estamos aqui so pra saber se Vitor B continua #MasterChefBR","1"
"#TheNoite com @user está sensacional.","2"
"#VideoShowAoVivo Cissa narrando kkk igual nota de falecimento nos carros funerários kkkkkkkkk","0"
"que pacto é esse que #MasterChefBR fez pra ta nos trends até agora? O pacto foi maior que o do temer","1"
"#encontro 70 anos só de carreira. É muito talento. É muita história 😍😍😍😍😍😍😍😍😍😍😍😍","2"
"Cantores, pf não mudem o ritmo das músicas...🎤🎶 #altashoras","0"
"Aquele momento que toca Slipknot no Mais Você #MaisVoce.","1"
"O que salvou esse pgm agora foi essa poesia do Braulio ❤️  #Encontro estou grata por essa homenagem linda! Por mais pessoas assim!","2"
"Olha esses pratos do #masterchefbr. É pouca comida até pra quem está sem fome 😒. Imagina pra quem acabou de treinar?","0"
"oi, queria saber por que existe tanta manifestação contraria a criminalização da homofobia e quem são os principais opositores? #encontro","1"
"#MasterChefBR #Equipeazul Gosto muito da Ana, ela vai indo, neutra, até a final.","2"
"#VideoShowAoVivo Desculpa, mas aqui no Pará nem o mais interiorano dos interioranos fala como essas pessoas de #AForcadoQuerer #Vergonha","0"
"@user @user #MaisVocê volta logo pra Espn, contigo era muito bacana","1"
"#TheNoite Adorei o tchau do Ultraje a Rigor no final do programa. Muito inteligente, vai virar tendência, repitam mais vezes. Kkkkk","2"
"Acabar logo com o glamour #ConversaComBial","0"
"@user @user @user @user. Fique de olho, numa possivel repescagem, ou estude mais pro #MasterChefBR 2018.","1"
"morei na carmo neto que tbm tem muita historia #conversacombial","2"
"Só rindo desse programa #TheNoite 😂😂😂😂😂😂😂😂😂😂😂","0"
"Aqui em PE o nosso sacolé se chama Dudu 😂 #VideoShowAoVivo","1"
"essa Tiê é maravilhosa 💜💜💜  #Encontro #FátimaBernardes!","2"
"#MasterChefBR é uma falta de absurdo essa Miriam ter ficado... Sem técnica, sem criatividade e comida feia","0"
"Ih vai ter uma entrevista com os atores de ALIEN COVENANT no @user #TheNoite !!!","1"
"#MasterChefBR adoro a Yuko mas se ela orecisar sair ora @user  ficar QUE SAIA","2"
"""A sociedade está doente."" #Encontro","0"
"#VideoShowAoVivo o Antônio Fagundes tinha a cara de Pablo Escobar kkkkkkkkk","1"
"@user tá tão bonita com esse azulão 💙 #MaisVoce","2"
"Que dó do Victor gente 💔 gosto do bixinho.. #MasterchefBR","0"
"#TheNoite tá no ar","1"
"Bene  Barbosa  dando uma aula sobre o desarmamento! #TheNoite","2"
"Estava assistindo #MasterChefBR agr no yt e gente..a da Mirian tava ridicula parecia comida dos meus priminhos td misturado devia ter saido","0"
"Hoje tem TRETA, mores. #MasterChefBR","1"
"Esse é o melhor quadro do #TheNoite","2"
"O japonês não vai gostar disso, Guilherme Arantes 😀 #Encontro","0"
"#VideoShowAoVivo  só acho q a @user é dançarina de funk profissional é fica enganando nós","1"
"Skank no #VideoShowAoVivo melhor banda do mundo! E o melhor, na ativa ainda 😍","2"
"Engraçado ne mirian você ai quase saindo e o fabrizio la em cima no mezanino kjjjjjj #MasterChefBR","0"
"#VideoShowAoVivo Fiquei na dúvida se é vestido ou camisa do joca?","1"
"Irmãs Galvão são maaaaraaaaaa 😍😍 #encontro","2"
"#thenoite tem q ser mto idiota pra achar que um pais igual o brasil ta preparado pra ter arma liberada","0"
"eu acho yuko muito ousada pq olha.. ela mete tempero sem dó #MasterChefBR","1"
"#VideoShowAoVivo Cibele arrasar lindona,vídeo show o melhor","2"
"Vou fazer greve geral se eliminarem o @user  e não a Miriam #MasterChefBr","0"
"Uns 3 meses atrás comecei chorar na rua por ver uma moça gritando desesperadamente. Seria eu #hipersensivel ??? #ConversaComBial","1"
"A Sofia é linda DMS! #Thenoite","2"
"To muito triste com a saída do @user do #MasterChefBR :(","0"
"Vemos que semana que vem além de saber culinária também vão ter que saber química e física. #MasterChefBR","1"
"crtz que a Débora nem sabe oq tá fazendo mas crtz que vai sair mo bom #MasterChefBR","2"
"ainda tô bem triste com aqueles cachorros que tem mais utilidades que eu #VideoShowAoVivo","0"
"o óculos que ela chegou pra gravar era o que passou com a Lili BERREI #VideoShowAoVivo","1"
"Nossa rainha  no #Encontro  tão plena Tao linda luinha arrasa","2"
"Ciúme #MisterCatra e #OTrajeARigor.... #RockNaVeia embrazandoooooooo #TheNoite @user","0"
"Eu com uma lata de sardinha só sei fazer macarrão mesmo. Me julguem. #MasterChefBR","1"
"#MaisVoce EITA MUITO BOM DIA","2"
"Leonardo sendo prepotente e arrogante #MasterChefBR","0"
"#TheNoite #TheNoite  a população com arma na mão, inibirar o ladrão.","1"
"TIÊ TÁ LINDA  #encontro","2"
"Mírian seu maior erro ... Soberba... #MasterChef #MasterChefBR","0"
"a Polícia Militar do Brasil inteiro estava acabando com o programa #encontro há alguns dias atrás agr tá lá dando depoimento kkkkkkkj","1"
"Que repórter é esse do programa da Fátima? Crush certo #Encontro","2"
"Não quero que Victor e Fabrizio saiam #MasterchefBr","0"
"a equipe azul tá perdida ,por favor gente não me decepcionem ,ganhem do vermelho  #MasterChefBR","1"
"#MasterChefBR esse trio que sempre tem minha torcida ❤❤❤ @user @user @user","2"
"Não sei nas gravações falaram mas eles poderiam ter acalmado os participantes na hora do acidente #MasterChefBr","0"
"Esse Victor hoje cozinhou em homenagem ao Lula ( só com 9 dedos) #MasterChefBR","1"
"#conversacombial,muito bom!!","2"
"Gostei mais do look da Mariah, mas acho q ficaria melhor sem o casaco  #VideoShowAoVivo","0"
"O Rodrigo Santoro deixou o Brasil mas o Brasil Ñ deixa ele,, #ConversacomBial","1"
"@user tá dando show de cristianismo! #ConversaComBial","2"
"#MasterChefBR parei, não assisto mais","0"
"@user  e @user   Já foram eliminadas é isso mesmo produção?! @user  via @user  #MasterChefBR","1"
"Essa plateia é das minhas 😂😂😂😂 #DomingoLegal","2"
"Não importa o tema,  você não tem jeito pra esse programa Fátima Bernardes!  #Encontro","0"
"Carlos Zara era meu conterrâneo e vizinho do meu avô. #VídeoShowAoVivo","1"
"É o @user com sua risada no #TheNoite e o @user com sua risada no #ProgramaDoPorchat","2"
"Que prato q ficou com apresentação feia esse do Vitor B 😲 #MasterChefBR","0"
"Zeca Pagodinho, agora no #ConversacomBial","1"
"#VideoShowAoVivo Fátima lindaaa manda um oi pra mim😍","2"
"sapão do masterchef vai rodar hoje #MasterChefBR","0"
"Esse #MasterChefBR Tá cotado aaaaaaaaa","1"
"Sério, eu quero ser amiga do @user. Por favorzinho, vai?! #MasterChefBR","2"
"Gostaram do episódio de ontem? Achei a Paola muito fraca! #MasterChefBR","0"
"TAVA TOCANDO SLIPKNOT NO #MaisVoce GENTE DO CEU","1"
"#VideoShowAoVivo   Melhor programa","2"
"O Vitor B vai sair hj, certeza #MasterChefBR","0"
"Só torcendo pra azul pq qyer ver a Miriam na eliminação!!! Hahahha #MasterChefBR","1"
"Gata @user: O @user  e  @user são os melhores comediantes. Me fazem morrer de rir. #altashoras","2"
"#MaisVoce esse spray não fica no cabelo, eu já comprei, sai muito rápido...🦄","0"
"sim amigos PEDRO BIAL conhece as escritas da nossa @user 💙💙💙💙💙 #ConversaComBial","1"
"Dr.Rey o Dr.estranho esse Leo Lins e d+ kkkkkkkkkkkkkkk #thenoite","2"
"Eu nem to acompanhando o programa e chorei aqui com o Vitor #MasterChefBR","0"
"Bial ta tentando fazer o padre confessar que gosta da vida pregressa hahaha #ConversaComBial","1"
"Esse Charlie Hunnam é Muito Lindooo, MDS #TheNoite","2"
"douglas, o típico jovem leite com pera #masterchefbr","0"
"O Zé Modesto no #TheNoite","1"
"Gente esse menino lindo com certeza é o @user lindo desde de criança #VideoShowAoVivo","2"
"Filme br de terror?? #TheNoite","0"
"Não vai rolar assistir #MasterChefBR hoje... por motivos de estarei dormindo se deus quiser","1"
"EU TÔ MORTA COM ESSE CARA #ENCONTRO","2"
"SAI MIRIAN VOLTA VITOR  #MasterChefBR","0"
"@user se dando bem na sexta feira!! #selinho @user #encontro","1"
"Yuko é tão fofa que fico toda bad quando vejo ela tomando comida de rabo #MasterChefBR","2"
"Explica essa parada de colocar pedra na ração pro cachorro comer mais devagar #EDeCasa","0"
"semana passada a Yuko tava no pênis do boi, hoje ela tá nas bolas de carne. #MasterChefBR","1"
"Assisti esse episódio de #AsBrasileiras com Glória Pires sendo mãe de Ana e Antonia, muito legal! #VídeoShowAoVivo","2"
"@user para de colocar outra pessoa nas entrevistas! O Augusto Cury tinha mt coisa p falar sozinho. Foi mt interrompido #ConversaComBial","0"
"Pasmanter!!! Pra mim, é o papel da vida dela. Maravilhosa!! #MaisVocê @user","1"
"Ana Maria Braga é uma figura !!! Vestida de Unicórnio hahahaha #MaisVoce","2"
"Vitor B saiu do #MasterChefBR , mas permanece no meu coração Sai mirim, volta Vitor b","0"
"É só no Brasil que tem essa misturança nas comidas?  #MaisVocê","1"
"😻 Hoje @user no #ConversaComBial 💜","2"
"chorei real com essa prova do Vitor sozinho #MasterChefBR","0"
"É o Tchan (@user) #AltasHoras","1"
"Gente o @user tá muito gato na verdade sempre foi mas hoje ele está de parabéns  #DomingoLegal","2"
"Criança adulta são mto chatas.. Aff #encontro","0"
"Um olho na Sardinha e outro na caixa da Perpétua #MasterChefBR #TietaNoVIVA","1"
"@user é Maravilhosa!  Parabéns pela coragem!  #Maisvocê","2"
"Kkkkkkkkkkkkkkkkkkkk mano a vergonha alheia desse quadro, nunca faria. Puta merda #TheNoite","0"
"Vitor recebendo só elogio pelo seu prato!!! Tchau Miriam! #MasterChefBR","1"
"#VideoShowAoVivo Enlouqueci com essa nata do rock nacional!Quero mais!!!","2"
"Não acredito que o azul vai se lascar #MasterChefBR","0"
"Boa noite!! #AltasHoras 📺","1"
"Sustão da porra hein, @user  #TheNoite","2"
"Pq carioca pronuncia 'naisci'? que erro horroroso! morei no Rj e nunca entendi isso #ConversaComBial","0"
"A igreja precisa de mais pensadores com espiritualidade do que sarcedotes hipócritas, alienados a realidade humana e cristã.#ConversaComBial","1"
"Medo Bobo um hino atemporal #ConversaComBial","2"
"Ela não superou o não da Taís Araújo kkk #MaisVoce","0"
"iPhone do Zeca Pagodinho tocou e eu pensei que fosse o meu. Fui trollado pelo Zeca! HAHAHA  #ConversaComBial","1"
"Raul e Fogaça, os maiores hidratadões que você respeita #MasterChefBR","2"
"Chorei real oficial #AltasHoras","0"
"Quero ver a Fátima dançando com a Anitta no meu vídeo e um show ahhh #VideoShowAoVivo","1"
"@user adoreeeei essa blusa 😂😍 #VideoShowAoVivo","2"
"O prato do dia é com abóbora. A convidada é a Thais Araujo e ela não come abóbora... Que isso Ana? #MaisVoce","0"
"#VideoShowAoVivo com a aguada da Sophia ninguem implica.😣😣","1"
"@user Por isso que eu queria a @user no #EDeCasa. Ela é super natural e engraçada.","2"
"não sei como esse fernando ainda tá aí #MasterChefBR","0"
"minha semana sem ir pra escola se resumiu em assistir #encontro tô me sentindo muito dona de casa","1"
"Victor V e Ana Luiza são os destaques positivos. #MasterChefBR","2"
"#VídeoShowAoVivo achei  que hoje o vídeo show estaria como sempre bom MAS TA CHATO mesmo","0"
"Hoje é dia de ver o #masterchefbr de ontem","1"
"Promo das reportagens do jornal da globo no #AltasHoras","2"
"O Vitor B saiu, to triste, não to feliz #MasterChefBR","0"
"Tô aqui vendo o #masterchefbr porém ligadinho no horário pro pronunciamento histórico","1"
"Tô amando te assistir no #altashoras @user 😍😍😍","2"
"#altashoras  Difícil se conter após a linda homenagem a mãe dele 😢 Chateado com vc por ter me feito desmoronar 😭😭","0"
"#ConversaComBial com um assunto muito interessante e importante: ansiedade.","1"
"Medo bobo ❤ #ConversaComBial","2"
"gente quem passa calcinha? pfvr né não passo nem camisa  #MaisVoce","0"
"Não quero saber de prova, quero saber do Vitor!!! #MasterChefBR","1"
"#EDECASA Cissa tremendo até 2030 segurando a cena no carão kkkk","2"
"Eu fico só a Taís Araújo quando pedem pizza de brócolis #maisvoce","0"
"Fabrizzio está mal humorado nesta prova de eliminação ou é impressão minha?! #MasterChefBR","1"
"Que lindo esse poema para as mamãe. Chorei... #Encontro","2"
"Até que o #EDeCasa de hj tá dando pra engolir, né?","0"
"Ai caralho #MasterChefBR","1"
"#VideoShowAoVivo melhor programa da globo amo vocês","2"
"Colocam um cara branco pra falar o que é ou não racismo na frente de 4 negros kkkkkkkkkkk pqp em globo #Encontro","0"
"#Encontro -TT Pago Reforma da Prev @PMDB_Nacional Contra 96%, 5.017 Votos) A favor 2%, 96 Votos) Nãotenhoconhecimento 1%,) Prefironãoopinar","1"
"Tô apaixonada por essas orquídeas!!! #Encontro","2"
"#MasterChefBR me fode, 1 da manhã e eu ainda acordado assistindo hhhahhhaha","0"
""" Bem vindos a competição culinária mais importante do mundo, bem vindos ao #MasterChefBR "" 💙","1"
"Leonardo nao disse que a miriam iria lacrar ? #MasterChefBR","2"
"A pessoa tem 13 anos e já conhece 25 países, eu o mais longe que fui Buenos Aires 😔😒 mundo injusto esse #Encontro","0"
"É nicolas prattes . CERTEZA #VideoShowAoVivo","1"
""" Os Dias Eram Assim "" É Um Maior FLOP Da @user #VideoShowAoVivo","2"
"esse pessoal metendo a mão na boca e mexendo de volta na comida AHAHAHHAHAHAHAHHA rindo de nervousor #MasterChefBr","0"
"Consolidados - GLOBO (08/05):  #JornalHoje 11.2 #VídeoShowAoVivo 9.8 #SessãoDaTarde 12.7 #SenhoraDoDestino 16.7 #Malhação (estreia) 20.5","1"
"Depois do intervalo: Sandy vai cantar com Chitãozinho e Xororó no Karaokê Virtual 🤗♥️ #encontro #SandyNoEncontro","2"
"Agora lascou #MasterChefBR","0"
"Vocês tem cara de quem já dançaram muito É o Tchan na adolescência #AltasHoras","1"
"Tô aqui assistindo #MasterChefBR e sofrendo de tanta fome","2"
"Eu aqui esperando #ConversaComBial e o programa ja acabou faz tempo 😂😂😂😂😂😂 foi triste. Aff até pra assistir programa chego atrasado 😂😂","0"
"Gente coloca no #TheNoite kkkkkkjjjjjjjkkkkkkkkk","1"
"to sem palavras pro vitor de vdd chorei assistindo #MasterChefBR","2"
"estou com uma peninha do fabrizio 😩  #MasterChefBR","0"
"#MasterChefBr tem água na sua cozinha?","1"
"Esse episódio foi sensacional , Ana Luisa mandando ver *_* #MasterChefBR","2"
"#MasterChefBR A MIRIAM É UM FDP.","0"
"@user Falando com a mona do #masterchefbr","1"
"Gui é um guerreiro, já enfrentou tantas nessa novela, e agora mais essa, sua ex que reaparece querendo causar! #RockStory #VídeoShowAoVivo","2"
"Toda terça-feira é isso de eu ir assistir #MasterChefBR e ficar vendo Igreja da graça (nem sei se esse é o nome).","0"
"Começou! #oRastro no #TheNoite com @user !!!!! #cinemanacional #terror #leandraleal #rafaelcardoso #alicewegmann","1"
"@user Melhor pessoa km #MasterChefBR","2"
"#MasterChefBR eu aqui com febre e sem vontade de comer e essa comida boa pra degustar","0"
"#videoshowaovivo Queremos ver a rotina(bastidores) acompanhando a @user ! @user @user @user Não é gente?","1"
"Vamos assistir #MasterChefBR","2"
"@user AVENTAL AZUL EU TE ABOMINO AAAAA #MasterChefBR","0"
"Sobre o tema do #MasterChefBR: Comida tem que ser boa, mesmo que não faça bem. A vida é curta demais para dieta.","1"
"Que linda essa homenagem do Serginho para o #DiaDasMães #AltasHoras","2"
"LUTADORES NAO ME TOMBEM NAO VOTEM NO AZUL  #MasterChefBR","0"
"Olha o @user desfilando no #ÉdeCasa #HACKATHONglobo","1"
"Melhor momento da tarde ❤❤ #VideoShowAoVivo","2"
"#VídeoShowAoVivo Otaviano. Você esqueceu de minha mesagens.","0"
"TEM QUE PROVAR QUE MERECE...🎵 #Encontro","1"
"Um ignorante me sustentou,educou sem estudo e nenhum conhecimento, não me deixou sem um teto, foi o sr. Ailton Soares MEU HERÓI #encontro","2"
"#MasterChefBR perdi hoje, como vou ser bom na cozinha assim vei , não quero deixar tudo nas mãos da muie","0"
"Bela Gil :Se eu pudesse teria mais uns dez! Vanessa da Mata: Nunca quis!!Imagina saindo aquilo tudo naquele buraquinho.KKKKK #AltasHoras","1"
"Rodrigo Santoro fala Espanhol! Lindo! #conversacomBial","2"
"primeiro prato que a menina n faz merda e vcs ai enaltecendo  #MasterChefBR","0"
"UM MEME NOVINHO EM FOLHA SAINDO AGR DO FORNO DIRETO DO #ENCONTRO COM FÁTIMA BERNARDES","1"
"Ahhh que saudades do momento..""piadoca do jocaa""🎵 rsrs lindoos beijos ❤❤ #VideoShowAoVivo","2"
"Devolvam Vitor B e Abel, eu imploro @user #MasterChefBR","0"
"eu não conseguiria fazer cenas assim #ConversaComBial","1"
"Já já às 22h30 tem #MMACorinthians no #MasterChefBR  NÃO PERCAM!","2"
"a equipe do Victor V sempre é a mais desorganizada e no final é a que sempre ganha #MasterChefBR","0"
"Se vc quiser eu vou ter dar um amor desses de cinemaa 😍🎶🎶🎵 #altashoras #VanessadaMata","1"
"Gente, como alguém consegue não amar Vanessa Da Mata? #AltasHoras","2"
"Tirem esse homem do programa pelo amor de Deus #Encontro","0"
"Que mais vocês dividiam ?! Essa Sophia kkkkkkk Joaquim nem respondeu 🙄🙄🙄 #VideoShowAoVivo LINDA BRUNA MARQUEZINE","1"
"Meu Deus to morrendo com o  #thenoite","2"
"#Encontro todo mundo ta vendo que esse cara foi pago pra falar merda... Só pra alimentar as feministas que precisar se empoderar","0"
"bem q podia ter repescagem no #MasterChefBR, volta vitorb, tem tanta gente q merecia volta...","1"
"Ala a Namaria de pijama e pantufas de unicórnio 😹😹😹 #MaisVocê","2"
"Tô chorando  #DomingoLegal","0"
"É Kikão, migos #VideoShowAoVivo","1"
"Todo mundo conseguiu entregar 💆 #MasterChefBR","2"
"Como assim não é Nina ? ! KKKKKKKKKK eu jurava que era rapaz #ConversaComBial","0"
"o povo ta meio louco hoje, ta todo mundo perdido hahah #MasterChefBR","1"
"#Encontro.  Lindo, como Fabrício pegou o doce. Ambas as mãos embaixo do mesmo. Um gesto de respeito, com certeza.","2"
"Misericórdia os pratos estão com uma cara horrível.  #MasterChefBR","0"
"Ana Maria Braga de roupa de unicórnio... socorro! hahaha  #MaisVoce","1"
"Ja começou o #TheNoite e hoje tá sensacional","2"
"Hj a Ana Maria enterrou minha infância de vez. #MaisVoce","0"
"O melhor foi o Tiago meio q colocando pilha. Perguntando a rede social do cara AAAAAAAAA QUERO SABER QUAL É #Encontro","1"
"Drauzio Varella é tão inteligente, imaginem se todos tivessem uma mente igual a dele, o mundo seria melhor! #ConversaComBial","2"
"@user Poderiam repetir aquela célebre entrevista do Bial com o professor @user realizada nos anos 90 #ConversaComBial","0"
"@user na hora que a #EquipeVermelha estava amassando batata estava verde sim #MasterChefBR","1"
"N superei o susto q o @user me deu ontem  no #MasterchefBR e quando voltou a cara dele tava tipo I'M BACK BITCHES😂","2"
"O pagodeiro se cortou? Eu achava que era só emo que fazia isso... #MasterChefBR","0"
"Leo verdadeiro  #MasterChefBR","1"
"@user é a melhor pessoa!!! 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 #MaisVoce","2"
"o leonardo é muito naja  #MasterChefBR","0"
"Vitor V já está fora da eliminação. Quem será o próximo? #MasterChefBR","1"
"Acho que mamai se sairia bem nessa prova de vísceras #MasterChefBR","2"
"#encontro negro e branco no BR tá ferrado com a política do mesmo jeito.","0"
"@user te vi em BH eu acho.. ou alguém muito parecido... Engraçado neh.. e ele nem tava com um saco de tomates. #MasterChefBR","1"
"Irmães Galvão me fizeram gargalhar.... #berrooooo Kkkkķkkkkkk #encontro","2"
"Caceeetaaaa #EquipeAzul tão muito perdidos... aiii carambaaa... vou ser tombada to vendoo #MasterChefBR","0"
"Prévia - Rio de Janeiro - #TheNoite com @user - SBT 7.8, Globo 7.6 e Record 2.2. Picos de 9.","1"
"#MaisVoce Esse cara é muito top....só não esqueço o cara da raquete kkkkk","2"
"Saudades da @user no Brasil.😭😍 #DomingoLegal","0"
"MEU AMORRRR #DomingoLegal","1"
"celular carregando pra poder assistir com vocês #MasterChefBR e torcer pro Leo sair e eu ganhar a camisa do @user","2"
"Eu só espero que o Celso não iluda as lucerinas  #DomingoLegal","0"
"QUEM É SEU PAI KKKKKKKKKKKKKKKKKKKKK  #Encontro","1"
"@user #TheNoite na #PracaeNossa show de bola 😘","2"
"Se a Mirian sair, quem nós vamos odiar??? #MasterChefBR","0"
"Fazer número 3 na velocidade que eu quiser... foi ótimo 😂😂😂😂😂😂😂 #altashoras #vidadeMae ❤","1"
"Coisa linda o @user no #ConversacomBial! Arrasando! 💜","2"
"Toda terça começo a forrar o estômago por volta de 8pm pra não ter fome na hora do #MasterChefBR. Sempre em vão. Mas sigo tentando","0"
"O crime organizado, o PCC é consequência do massacre do Carandiru #ConversaComBial","1"
"Mds eu adoro #MaisVocê e nunca mais tinha visto","2"
"o programa hoje não favoreceu a minha tpm eu chorei umas dez vezes já #MasterChefBR","0"
"Esse vestido de @user é estilo anos 60. #VideoShowAoVivo","1"
"Chega terça-feira​ ! Ansiosa para assistir #MasterChefBR","2"
"Já fui vítima de roubo no Internet Bank, bloqueei tudo é já não uso mais, não confio! #Encontro @user","0"
"Qual o nome desse especialista? #ÉDeCasa","1"
"#AltasHoras Vc é uma menina muito doce. E com as novas tecnologias vc vai com certeza fazer muitos progressos..Ah se eu fosse mais jovem. Bj","2"
"Olá @user eu preciso dormir, vamo agilizar com o comercial #MasterChefBR","0"
"#videoshowaovivo Aqui em Ji-Paraná/Rondônia tbm falamos ""dim-dim"". Em Minas Gerais fala-se ""chup-chup"". Bjus.","1"
"to felizona que o Vitor tá cozinhando #MasterChefBR","2"
"#VideoShowAoVivo  luto grande ator","0"
"Hoje é dia de #masterchefbr","1"
"""Se a @user é o date, ela fica para o café da manhã"" - eu te amo, @user! #MasterChefBR","2"
"Sabe de quem deu saudade? Do @user #MasterChefBr","0"
"O creme de leite que tem em casa está vencido faz uma semana. Posso fazer a receita mesmo assim? #MaisVoce","1"
"#MaisVoce Thais Araujo e Fernanda Freitas...show...","2"
"VITOR PISA MENOS EU TE IMPLORO #MasterChefBR","0"
"QUE PROGRAMA VEI #MasterChefBr","1"
"Debate sobre os hackers malditos muito bom no #Encontro ! Não existe mais PRIVACIDADE nesse mundo!! @user @user","2"
